masterpiece,명작
plantar_flexion,발바닥이 아래로 향하다
dorsiflexion,발을 위쪽으로 구부리다
tiptoes,발가락을 들고 균형잡다
tiptoe_kiss,발가락을 들고 키스한다
stomping,발로 강제로 밟다
stepping,무릎을 꿇리고 머리를 밟다
foot_on_head,앉아서 머리를 밟다
crotch_stomping,강제로 가랑이를 밟다
"towel,_open",수건을 벗다
towel_slip,수건이 미끄러지다
clothes_grab,옷을 잡아당기다
untying,옷의 끈을 풀다
open_clothes,옷의 단추가 풀렸다
unbuttoned,옷의 단추를 풀다
wringing_clothes,옷의 몰을 짜다
adjusting_clothes,옷의 선을 고치다
unzipping,옷의 지퍼를 내리다
unzipped,옷의 지퍼를 풀다
revealing_clothes,옷이 노출되다
untied,옷이 묶이지 않았다
see-through,옷이 비쳐 보인다
clothes_down,옷을 벗다
unfastened,옷이 풀렸다
bottomless,옷을 상체만 입는다
clothing_aside,옷의 옆을 노출하다
arm_cutout,옷의 팔이 노출되다
shoulder_cutout,옷의 어깨를 노출하다
armpit_cutout,옷의 겨드랑이를 노출되다
midriff,옷의 배를 노출하다
navel_cutout,옷의 배꼽를 노출하다
zettai_ryouiki,옷위 허벅지 사이를 노출하다
backless_outfit,옷의 등을 살짝 노출되다
bare_back,옷의 등을 많이 노출하다
sideless_outfit,옷의 옆구리를 노출하다
cross-laced_clothes,옷의 옆구리를
hip_vent,옷의 엉덩이를 노출하다
ass_cutout,옷의 엉덩이만 노출하다
open_hoodie,옷을 벗지 않고 내린다
low-cut_armhole,옷의 노출이 심하고 짧다
high-waist_sideboob,옷이 노출이 심하고 길다
"kimono,_open",기모노를 벗다
kimono_pull,기모노를 내려 노출하다
kimono_lift,기모노를 올려 노출하다
yukata_lift,유카타를 올려 노출하다
dress_tug,드레스 내려 가랑이를 덮다
dress_pull,드레스를 들어 노출하다
dress_aside,드레스를 옆으로 젖혀 노출하다
leotard_pull,레오타드를 들어 노출했다
leotard_aside,레오타드를 옆으로 들어 노출하다
swimsuit_cover-up,수영복 위에 옷을 입다
swimsuit_under_clothes,수영복을 옷 아래로 입다
bikini_pull,비키니를 당겨서 노출하다
"bikini,_open",비키니를 벗어서 노출하다
bikini_aside,비키니를 옆으로 넘겨서 노출하다
swimsuit_pull,수영복을 당겨서 노출하다
swimsuit_aside,수영복을 옆으로 당겨서 노출하다
torn_swimsuit,수영복을 찢다
bikini_lift,비키니를 올리다
bikini_bottom_only,비키니를 아래만 입다
bikini_top_only,비키니를 위쪽만 입다
impossible_swimsuit,수영복을 밀착하다
adjusting_swimsuit,수영복을 조정하다
collar_grab,옷 칼라를 잡다
necktie_grab,옷의 넥타이를 잡다
collar_tug,옷의 칼라를 당기다
bare_arms,옷의 팔을 노출하다
sleeveless,옷의 소매를 노출하다
sleeves_rolled_up,옷의 소매를 올리다
armpits,옷의 겨드랑이를 노출하다
sleeves_pushed_up,옷을 위쪽으로 말아서 노출하다
strap_lift,옷의 끈을 당기다
strap_pull,옷의 어깨끈을 내리다
strap_slip,옷의 어깨끈을 당기다
no_shirt,옷를 입지 입지 않았다
shirt_lift,옷을 들어 가슴을 노출하다
center_opening,옷의 상의
open_collar,옷의 단추를 풀었다
open_shirt,옷의 단추만 풀었다
downblouse,옷을 살짝 들어 가슴을 노출하다
shirt_pull,옷을 아래로 내려 가슴을 노출하다
shirt_tug,옷을 아래로 잡아당기다
shirt_slip,옷을 옆으로 내려 노출하다
shirt_aside,옷을 옆으로 넘겨서 노출하다
breasts_out,옷을 당겨 가슴을 노출하다
one_breast_out,옷을 당겨 한쪽 가슴을 노출하다
breastless_clothes,옷의 가슴을 가리지 않는다
breast_slip,옷 밖으로 가슴을 노출하다
backboob,옷 뒤로 상의 뒷면을 노출한다
topless,옷을 하의만 입는다
cleavage,옷의 가슴골을 노출하다
underboob_cutout,옷의 행동 중앙을 노출하다
underboob,옷의 밑가슴를 노출하다
sideboob,옷의 옆가슴을 노출하다
robe_slip,가운을 당기다
hood_down,후드를 내렸다
open_jacket,재킷를 벗어 노출하다
open_coat,코트를 벗어 노출하다
cape_lift,망토를 올려 노출하다
sweater_lift,스웨터를 올려 노출하다
pajamas_pull,잠옷을 내려 노출하다
open_pants,바지를 열어 노출하다
pants_pull,바지를 살짝 내려 노출하다
crotch_cutout,바지의 가랑이를 노출하다
downpants,바지의 사이를 노출하다
pantyshot,바지의 사이로 팬티를 노출하다
butt_crack,바지의 사이로 엉덩이 균열을 노출하다
shorts_pull,반바지를 벗어 노출하다
shorts_aside,반바지를 옆으로 젖히다
"shorts,_open",반자리를 벗어 가랑이를 노출하다
buruma_pull,브루마를 당기다
buruma_aside,브루마를 옆으로 당기다
hakama_pull,하카마를 아래로 내리다
skirt_grab,치마를 잡아당기다
apron_grab,앞치마를 잡아당기다
upskirt,치마를 올려 엿보다
skirt_lift,치마를 위로 올려서 노출하다
skirt_tug,치마를 아래로 잡아당기다
skirt_pull,치마를 아래로 당겨서 노출하다
extended_upskirt,치마를 안에서 엿보다
open_skirt,치마의 지파를 풀어 노출하다
skirt_around_one_leg,치마를 한쪽 다리 위로 내렸다
skirt_around_ankles,치마의 노출하다
bra_on_head,브래지어를 머리 위에 올리다
bra_on_ass,브래지어를 엉덩이 위에 올리다
"bra,_open",브래지어를 벗다
no_bra,브래지어 없이 상의만 입는다
bra_lift,브래지어를 위로 올리다
bra_pull,브래지를 올려 유두를 보인다
holding_bra,브래지어를 들다
bra_removed,브래지어를 제거한다
adjusting_bra,브래지어를 조정하다
torn_bra,브래지어를 찢다
open_bra,브래지어를 풀다
panties_on_breasts,팬티를 가슴 위에 올리다
panties_on_head,팬티를 머리 위에 올리다
panty_pull,팬티를 허벅지 위에 올리다
panties_in_mouth,팬티를 입 안에 넣다
panties_around_ankles,팬티를 발목 주위로 내리다
panties_on_penis,팬티가 자지를 감싸다
penis_in_panties,팬티가 자지에 걸리다
adjusting_panties,팬티를 조정하다
hand_in_panties,팬티를 손대다
holding_panties,팬티를 들다
"panties,_no",팬티를 입지 않다
clitoris_slip,팬티를 내려 노출하다
panty_lift,팬티를 위로 올려서 노출하다
pussy_peek,팬티를 내려 보지를 노출하다
panties_aside,팬티를 옆으로 넘겨 노출하다
pantyhose_pull,팬티 스타킹을 내렸다
no_legwear,양말이 없다
wet_legwear,양말이 젖다
torn_legwear,양말이 찢어졌다
taut_legwear,양말이 팽팽하다
mismatched_legwear,양말이 일치하지 않다
holding_legwear,양말을 들다
pulling_off_legwear,양말을 벗다
putting_on_legwear,양말을 입다
removing_legwear,양말을 제거하다
adjusting_legwear,양말을 조정하다
hat_on_chest,모자를 가슴 위에 올리다
hat_over_one_eye,모자를 한쪽 눈 위에 올리다
hat_over_eyes,모자를 양쪽 눈 위에 올리다
holding_hat,모자를 들다
hat_removed,모자를 벗다
torn_hat,모자를 찢다
hat_basket,모자에 담다
hat_loss,모자가 날아가다
adjusting_headwear,모자를 조정하다
backwards_hat,모자를 뒤로 돌리다
sideways_hat,모자를 옆으로 돌리다
putting_on_headwear,모자를 쓰다
tilted_headwear,모자를 기울이다
eyewear_in_mouth,안경을 입 안에 물다
eyewear_on_head,안경을 머리 위에 올리다
eyewear_on_headwear,안경을 모자 위에 올리다
crooked_eyewear,안경을 삐뚫었다
eyewear_removed,안경을 제거한다
eyewear_hang,안경을 벗어 장식하다
holding_eyewear,안경 들다
looking_for_glasses,안경을 찾다
eyewear_switch,다른 안경을 끼다
eyewear_view,안경 안으로 보다
hand_on_eyewear,안경에 손을 대다
removing_eyewear,안경을 제거하다
mask_on_head,마스크를 머리 위에 올리다
mask_over_one_eye,마스크를 한쪽 눈 위에 올리다
holding_mask,마스크를 들다
mask_removed,마스크를 벗다
removing_mask,마스크를 살짝 벗다
mask_lift,마스크를 올리다
mask_pull,마스크를 당기다
mask_around_neck,목에 마스크
adjusting_earrings,귀걸이 조정하다
cuddling,누구를 껴안다
earcleaning,누구의 귀를 청소하다
touching,누군가 감동하다
dying,누군가 곧 죽다
vomiting,누군가 구토하다
whispering,누군가 귓가에 속삭이다
praying,누군가 기도하다
diaperchanging,누군가 기저귀를 갈다
gardening,누군가 꽃에 물을 주다
dreaming,누군가 꿈꾸다
flapping,누군가 날개를 펄럭이다
landing,누군가 내려오다
singing,누군가 노래하다
knocking,누군가 노크하다
playing,누군가 놀다
blinking,누군가 눈을 깜빡이다
trolling,누구를 도발하다
hugfrombehind,누구를 뒤에서 껴안다
imitating,누구를 따라하다
hitting,누구를 때리다
smoking,누군가 담배를 피다
waiting,누군가 대기하다
fleeing,누군가 도망치다
climbing,누군가 등반하다
digging,누군가 땅을 파다
rappelling,누군가 로프를 타고 내려온다
blocking,누구를 말리다
catching,누구를 매달다
mindreading,누구의 마음을 읽다
sittingonlap,누구의 무릎을 껴안다
scarftying,누군가 매다 목도리를 매다
tying,누군가 매다 장식을 매다
resisting,누군가 매우 저항하다
bathing,누군가 목욕하다
soap,누군가 목욕하며 비누를 쓰다
shampoo,누군가 목욕하며 거품을 쓰다
mixedbathing,누군가 목욕을 같이 한다
sharedbathing,누군가 목욕을 함께 한다
clothedbath,누군가 옷을 입고 목욕하다
strangling,누군가 목을 조르다
trembling,누군가 몸을 떨다
drying,누군가 몸을 말리다
cowering,누군가 몸을 웅크리다
bowing,누군가 무릎꿇고 인사하다
kneeing,누군가 무릎을 꿇다
textmessaging,누군가 문자 메시지를 보내다
diving=(differentfromdive),누군가 물 속에 다이빙하다
wading,누군가 물을 넘어가다
decantering,누군가 물을 높게 잔에 붓다
squirtingliquid,누군가 물을 분출하다
watering,누군가 물을 뿌리다
pouring,누군가 물을 잔에 붓다
splashing,누군가 물이 몸에 튀다
slipping,누군가 미끄러지다
bumping,누구와 실수로 부딪힌다
apologizing,누군가 사과하다
stacking,누군가 사람을 쌓다
eavesdropping,누군가 소리를 엿듣다
screaming,누군가 소리를 크게 낸다
shouting,누군가 소리를 크게 외치다
drinking,누군가 술을 마시다
giggling,누군가 숨죽여 웃다
sliding,누군가 슬라이딩하다
moaning,누군가 신음하다
fighting,누군가 싸우다
duel,누군가 결투하다
pillow_fight,누군가 베개로 싸운다
snowball_fight,누군가 눈으로 싸운다
comforting,누구를 위로하다
roaring,누구를 위협하다
flirting,누구를 유혹하다
cheering,누구를 응원하다
flailing,누군가 어리광을 부리다
sulking,누군가 얼굴을 찡그리다
spanking,누군가 엉덩이를 때리다
forceddressing,누군가 옷을 강제로 입히다
dressing,누군가 옷을 입다
wringing,누군가 옷을 짜내다
driving,누군가 운전하다
laughing,누군가 웃다
baking,누군가 음식(빵)을 만들다
chocolatemaking,누군가 음식(초콜렛)을 만들다
roasting,누군가 음식을 데우다
cooking,누군가 음식을 요리하다
stirring,누군가 음식을 휘젓다
sunbathing,누군가 일광욕하다
working,누군가 일하고 있다
chasing,누구를 쫓다
sneezing,누군가 재채기하다
pouncing,누군가 강하게 점프하다
hopping,누군가 약하게 점프하다
searching,누군가 주위를 둘러본다
zipping,누군가 지퍼를 위로 당기다
concentrating,누군가 집중하다
whipping,누구를 채찍찔하다
launching,누군가 착륙 준비하다
reading,누군가 책을 읽다
firing,누군가 총을 쏘다
muzzleflash,누군가 총을 쏘자 빛나다
reloading,누군가 총을 재장전하다
dancing,누군가 춤추다
poledancing,누군가 춤추며 봉을 타다
spitting,누군가 침을 뱉다
nosepicking,누군가 코를 파다
strokingownchin,누군가 턱을 쓰다듬다
elbowing,누구를 팔꿈치로 때리다
penspinning,누군가 펜을 회전하다
whistling,누군가 휘파람을 불다
resting,누군가 휴식하다
sweeping,누군가 흙먼지를 쓸다
peeing,누군가를 쓰다듬다
feeding,누군가에게 음식을 권하다
sinking,무엇이 가라앉다
floating,무엇이 공중에 떠 있다
flying,무엇이 공중을 날다
teaching,무엇을 가르치다
opening,무엇을 개봉하다
skipping,무엇을 건너뛰다
repairing,무엇을 고치다
studying,무엇을 공부하다
polishing,무엇을 광택내다
begging,무엇을 구걸하다
rolling,무엇을 굴리며 이동하다
sketching,무엇을 그리다
dragging,무엇을 끌고 가다
melting,무엇을 녹이다
crushing,무엇을 눌러서 터뜨리다
pulling,무엇을 당기다
pitching,무엇을 던지다
holding,무엇을 들다
punching,무엇을 때리다
rapidpunches,무엇을 때리다 빠르게
dropping,무엇을 떨어뜨리다
cupping,무엇을 모아 담다
pointing_weapon,무엇을 무기로 조준하다
hatching,무엇이 부화하다
glowing,무엇이 빛난다
unsheathing,무엇을 벗기다
protecting,무엇을 보호하다
sucking,무엇을 빨다
shopping,무엇을 사다
imagining,무엇을 상상하다
scratching,무엇을 상처 입힌다
thinking,무엇을 생각하다
giving,무엇을 선물하다
dishwashing,무엇을 설거지하다
summoning,무엇을 소환하다
hiding,무엇을 숨기다
patting,무엇을 쓰다듬다
bouncing,무엇이 요동친다
spinning,무엇이 회전하다
staring,무엇을 응시하다
cutting,무엇을 자르다
juggling,무엇을 저글링하다
shaving,무엇을 제모하다
aiming,무엇을 조준하다
poking,무엇을 찌르다
ripping,무엇을 찢다
cleaning,무엇을 청소하다
at_gunpoint,무엇을 총구로 조준하다
healing,무엇을 치유하다
riding,무엇을 타다
tapping,무엇을 테이프로 감다
breaking,무엇을 파괴하다
pushing,무엇을 한쪽으로 밀다
dodging,무엇을 회피하다
slashing,무엇을 휘둘러 베다
whisking,무엇을 휘젓다
shaking,무엇을 흔들다
spilling,무엇을 흘리다
penis,자지
foreskin,포피
phimosis,포경
testicles,고환
large_penis,자지가 크다
huge_penis,자지가 매우 크다
gigantic_penis,자지가 엄청 크다
erection,자지가 발기하다
flaccid,자지가 이완된다
invisible_penis,자지가 투명하다
disembodied_penis,자지만 남아있다
pussy,보지
uterus,자궁
labia,음순
pubic_hair,음모
pussy_juice,애액
clitoris,음핵
pussy_juice_puddle,애액이 모였다
pussy_juice_trail,애액이 남았다
colored_pubic_hair,음모가 착색되다
excessive_pubic_hair,음모가 과도하다
sparse_pubic_hair,음모가 희박하다
mismatched_pubic_hair,음모가 난잡하다
erect_clitoris,음핵이 서 있다
huge_clitoris,음핵이 크다
tiny_clitoris,음핵이 작다
covered_clitoris,음핵을 덮다
condom_balloon,콘돔 풍선
condom_box,콘돔 상자
condom_wrapper,콘돔 포장지
condom_belt,콘돔 벨트
condom_packet_strip,콘돔 묶음
oversized_breast_cup,가슴 특대 컵
breast_padding,가슴 패드
breast_size_switch,가슴 사이즈 스위치
areola_piercing,유륜 피어싱
nipple_clamps,젖꽂기 클램프
nipple_leash,젖꼭지 가죽끈
nipple_piercing,젖꼭지 피어싱
nipple_rings,젖꼭지 고리
nipple_sleeves,젖꼭지 긴 줄
nipple_ribbon,젖꼭지 리본
nipple_bar,젖꼭지 바
nipple_lock,젖꼭지 자물쇠
nipple_bells,젖꼭지 종
vibrator_on_nipple,젖꼭지 진동기
nipple_chain,젖꼭지 체인
nipple_plug,젖꼭지 플러그
clitoris_piercing,음핵 피어싱
clitoris_ring,음핵 링
clitoris_tied,음핵 구속
clitoris_chain,음핵 사슬
clitoris_leash,음핵 끈
clitoris_ribbon,음핵 리본
artificial_vagina,인공 질
sex_machine,섹스 기계
riding_machine,승마 기계
sybian,승차 기계
too_many_sex_toys,매우 많은 섹스 장난감
dildo,딜도
huge_dildo,큰 딜도
dragon_dildo,용 모양 딜도
horse_dildo,말 모양 딜도
spiked_dildo,스파이크 딜도
strap-on,착용 딜도
suction_cup_dildo,부착 딜도
dildo_riding,부착 딜도 승마
vibrator,바이브레이터
bunny_vibrator,음핵 바이브레이터
butterfly_vibrator,착용 바이브레이터
egg_vibrator,구형 바이브레이터
hitachi_magic_wand,전기 음핵 바이브레이터
remote_control_vibrator,원격 제어 바이브레이터
butt_plug,엉덩이 플러그
butt_plug_tail,엉덩이 플러그 꼬리
anal_beads,항문 구슬
anal_tail,항문 꼬리
gag,개그
ball_gag,볼 개그
bit_gag,막대 개그
cleave_gag,밧줄 개그
panty_gag,팬티 개그
plug_gag,플러그 개그
ring_gag,고리형 개그
tape_gag,테이프 개그
dildo_gag,딜도 개그
pump,착유기
breast_pump,가슴 착유기
clitoris_pump,음핵 착유기
clamp,집게
clitoris_clamp,음핵 집게
tongue_clamp,혀 짖게
cuffs,수갑
shackles,족쇄
whip,채찍
rope,밧줄
leash,속박용 끈
leash_on_penis,자지 끈
crotch_rope,가랑이 밧줄
solo_male,남자
solo_female,여자
group_sex,그룹 섹스
orgy,다중 섹스
daisy_chain,다중 연결
teamwork,팀워크
threesome,삼인조
incest,근친상간
twincest,자매상간
exhibitionism,노출증
voyeurism,관음증
sadism,가학성애
masochism,피학성애
rape,강간
imminent_rape,강간 직전
reverse_rape,역강간
netorare,네토라레
netorase,네토라세
cheating,불륜
time_stop,시간정지
molestation,성추행
compensated_molestation,성추행 조르기
bondage,속박
sleeping,수면
gangbang,윤간
pregnant,임신
mind_control,정신지배
mind_break,정신붕괴
asphyxiation,질식
choking_on_object,물건에 질식하다
autoerotic_asphyxiation,스스로 질식하다
catfight,캣파이트
chikan,치한
missionary_position,정상위
cowgirl_position,기승위
doggy_style,후배위
spooning,측위 (옆으로 껴안아 눕다)
standing_position,입위 (둘이 서 있다)
full_nelson,입위(다리를 들고 머리를 잡는다)
suspended_congress,입위(여자가 남자에게 안기다)
reverse_suspended_congress,역입위(여자를 남자에게 안기다)
viennese_oyste,굴곡위(누워서 다리를 머리 위로 올리다)
bestiality,수간
mating_press,교배 프레스
piledriver,파일 드라이버
happy_sex,행복한 섹스
tentacle_sex,촉수 섹스
underwater_sex,수중 섹스
implied_sex,몰래 섹스
stealth_sex,숨어서 섹스
navel_sex,배꼽 섹스
thigh_sex,허벅지 섹스
kneepit_sex,무릎 뒤 섹스
clothed_sex,옷 입고 섹스
animal_play,동물놀이
pet_play,동물 플레이
pony_play,조랑말 플레이
masturbation,자위
crotch_rub,가랑이를 문지르다
implied_masturbation,조용한 자위
mutual_masturbation,상호 자위
stealth_masturbation,숨어서 자위
teddy_bear_sex,곰인형 자위
tail_masturbation,꼬리 자위
pillow_sex,베개 자위
clothed_masturbation,옷 입고 자위
table_sex,테이블 자위
frottage_(dry_humping),몸을 비빈다
grinding,자지를 비빈다
armpit_sex,자지를 겨드랑이에 비빈다
buttjob,자지를 엉덩이에 비빈다
oral,오랄
anilingus,아닐링구스
trombone,트롬본
cunnilingus,커닐링구스
implied_cunnilingus,몰래 커닐링구스
face_fuck,구강 섹스
fellatio,펠라치오
deepthroat,딥쓰로트
irrumatio,이루마티오
autofellatio,스스로 펠라치오
implied_fellatio,몰래 펠라치오
cooperative_fellatio,협력 펠라치오
multiple_penis_fellatio,여러 자지를 펠라치오
fellatio_under_mask,마스크 아래로 펠라치오
snowballing,정액 교환
paizuri_(tittyfuck),파이즈리
cooperative_paizuri,협동 파이즈리
paizuri_on_lap,가랑이 위에 파이즈리
paizuri_over_clothes,옷 위에 파이즈리
paizuri_under_clothes,옷 속에 파이즈리
naizuri_(flatchested_paizuri),부족한 파이즈리
handjob,핸드잡
caressing_testicles,고환을 쥐다
cooperative_handjob,동시에 쥐다
nursing_handjob,간호하며 쥐다
reach-around,뒤에서 쥐다
two-handed_handjob,양손으로 쥐다
crotch_grab,내 가랑이를 잡다
guided_crotch_grab,남의 가랑이를 잡다
grabbing_own_breast,내 가슴을 잡다
footjob,풋잡
double_footjob,동시 풋잡
implied_footjob,몰래 풋잡
cooperative_footjob,협력 풋잡
shoejob,신발 풋잡
penis_grab,자지를 잡다
penis_milking,자지를 착유하다
humping,옷을 입고 자지를 비비다
bulge_press,자지를 옷의 균열에 비비다
large_insertion,큰 자지를 삽입하다
vaginal_object_insertion,자지를 보지에 삽입하다
anal_object_insertion,자지를 항문에 삽입하다
stomach_bulge,자지를 삽입해 배가 팽창하다
urethral_insertion,자지를 요도에 삽입하다
cervical_penetration,자지를 자궁에 삽입하다
nipple_penetration,자지를 젖꼭지에 삽입하다
penis_to_breast,자지를 가슴 안에 넣다
penis_in_pussy,자지를 보지 안에 넣디
penis_in_ass,자지를 엉덩이에 넣다
penis_in_pantyhose,자지를 팬티 스타킹 안에 넣다
penis_in_bikini,자지를 비키니 안에 넣다
penis_in_swimsuit,자지를 수영복 안에 넣다
penis_in_thighhigh,자지를 허벅지 안에 넣다
penis_on_ass,자지를 엉덩이 위에 올리다
penis_on_face,자지를 얼굴 위에 올리다
penis_over_one_eye,자지를 한쪽 눈 위에 올리다
penis_over_eyes,자지를 양쪽 눈 위에 올리다
penis_on_head,자지를 머리 위에 올리다
penis_on_pussy,자지를 보지 위에 올리다
penis_on_shoulder,자지를 어깨 위에 올리다
penis_on_stomach,자지를 배 위에 올리다
ejaculation,사정
nakadashi,질내사정
creampie,정액범벅
internal_cumshot,내부사정
gokkun,정액을 먹다
felching,정액을 받아먹다
pull_out,정액을 밖에 사정하다
bukkake,정액을 뿌리다
cum_dump,정액을 뿌린다
facial,정액을 얼굴에 뿌리다
cum_pool,정액이 고인다
cum_drip,정액이 떨어진다
cum_inflation,정액이 배를 팽창시킨다
cum_in_cup,정액을 컵 안에 뿌리다
cum_in_clothes,정액을 옷 안에 뿌리다
cum_in_throat,정액을 몸 안에 뿌리다
cum_in_mouth,정액을 입 안에 뿌리다
cum_on_tongue,정액을 혀 안에 뿌리다
cum_in_pussy,정액을 보지 안에 뿌리다
cum_in_urethra,정액을 요도 안에 뿌리다
cum_in_ass,정액을 엉덩이 안에 뿌리다
cum_on_glasses,정액을 안경 위에 뿌리다
cum_on_food,정액을 음식 위에 뿌리다
cum_on_clothes,정액을 옷 위에 뿌리다
cum_on_face,정액을 얼굴 위에 뿌리다
cum_on_body,정액을 몸 위에 뿌리다
cum_on_hair,정액을 머리 위에 뿌리다
cum_on_breasts,정액을 가슴 위에 뿌리다
cum_on_fingers,정액을 손가락 위에 뿌리다
cum_on_pussy,정액을 보지 위에 뿌리다
cum_on_ass,정액을 엉덩이 위에 뿌리다
used_condom,콘돔을 사용했다
buying_condoms,콘돔을 산다
putting_on_condom,콘돔을 끼다
used_condom_on_penis,콘돔을 자지에 끼우다
broken_condom,콘돔을 찢다
sabotaged_condom,콘돔이 찢기다
pointless_condom,콘돔이 무의미하다
condom_left_inside,콘돔이 몸에 남다
holding_condom,콘돔을 들다
condom_in_clothes,콘돔을 옷 안에 올리다
condom_in_mouth,콘돔을 입 안에 올리다
condom_earrings,콘돔을 귀걸이 위에 올리다
condom_on_head,콘돔을 머리 위에 올리다
condom_on_object,콘돔을 물건 위에 올리다
condom_on_penis,콘돔을 자지 위에 올리다
lactation_into_condom,콘돔을 젖꽂지에 올리다
condom_on_nipples,콘돔을 젖꼭지 위에 올리다
double_vaginal,보지에 자지를 2개 넣다
imminent_vaginal,보지에 자지를 넣으려 한다
clitoral_stimulation,음핵을 자극하다
clitoris_pull,음핵을 당기다
clitoris_tweak,음핵을 비틀다
vibrator_on_clitoris,음핵을 진동시킨다
clitorises_touching,음핵을 만진다
clitoris_injection,음핵을 주사한다
clitoris_torture,음핵을 고문하다
imminent_anal,항문에 자리를 넣으려 한다
public_vibrator,공공 장소에서 바이브를 사용한다
vibrator_under_clothes,옷 아래 바이브를 넣다
vibrator_in_leg_garter,다리 벨트에 바이브를 달다
vibrator_in_thighhighs,허벅지에 바이브를 달다
vibrator_in_thigh_strap,허벅지 장식에 바이브를 달다
vibrator_under_panties,팬티 아래에 바이브를 달다
vibrator_under_pantyhose,팬티 스타킹 아래에 바이브를 달다
vibrator_in_anus,항문에 바이브를 넣다
ahegao,아헤가오
torogao,토르가오
blowjob_face,펠라치오 얼굴
fucked_silly,바보같은 얼굴
naughty_face,못된 얼굴
fellatio_gesture,펠라치오 동작
handjob_gesture,핸드잡 동작
cunnilingus_gesture,커닐링구스 동작
penetration_gesture,삽입 동작
oral_invitation,사정 동작
after_sex,섹스 후
after_vaginal,섹스 후 보지
afterglow,섹스 후 여운
clothed_after_sex,섹스 후 옷을 입다
after_anal,애널 섹스 후
after_masturbation,자위 후
after_insertion,삽입 후
after_ora,오랄 후
after_rape,강간 후
after_fellatio,펠라치오 후
after_paizuri,파이즈리 후
spitroast,남자가 여자의 주위로
reverse_spitroast,여자가 남자의 주위로
boy_on_top,남자가 위에 타다
anvil_position,남자가 다리를 머리 위로 올리다
girl_on_top,여자가 위에 타다
amazon_position,여자가 다리를 잡고 올라타다
guided_penetration,여자가 삽입을 알려주다
imminent_penetration,여자가 삽입하기 전
walk-in,여자가 서서 섹스를 보다
caught,여자가 섹스를 보다
peeping,여자가 섹스를 엿보다
reverse_upright_straddle,여자가 앞을 보며 앉다
reverse_cowgirl_position,여자가 올라타서 다리를 들다
twitching_bulge,경련하다
twitching_penis,자지가 경련하다
twitching_pussy,보지가 경련하다
twitching_testicles,고환이 경련하다
rubbing,몸을 비비며 만지다
presenting,몸을 벌려 유혹하다
public_indecency,공공장소에서 외설행위를 한다
public_nudity,공공장소에서 알몸을 노출하다
public_use,공공장소에서 몸을 굴리다
tentacles,촉수를 꺼내다
tentacle_gagged,촉수로 재갈을 물리다
tentaclejob,촉수로 애무하다
consensual_tentacles,촉수를 원하다
too_many_tentacles,촉수를 매우 말리 늘리다
tentacles_in_thighhighs,촉수를 허벅지 안에 넣다
tentacles_under_clothes,촉수를 옷 안에 넣다
animation,애니메이션 
fine_art_parody={},패러디 
pectoral_focus,가슴에 집중 
hip_focus,엉덩이에 집중 
portrait,범위를 얼굴에 
looking_afar,시점을 멀리 
striped_background,줄무늬 
gray,회색 
white,흰색 
brown,갈색 
red,빨강색 
pink,분홍색 
orange,주황색 
yellow,노란색 
golden,황금색 
light_green,연두색 
green,초록색 
sky_blue,하늘색 
blue,파란색 
purple,보라색 
black,검은색 
rainbow,무지개색 
two-tone,투 톤 
streaked,줄무늬 
gradient,그라데이션 
split-color,색깔 분열 
multicolored,여러 색깔 
colored_inner,내부 착색 
plaid,격자 무늬 
strawberry,딸기 무늬 
polka_dot,물방울 무늬 
american_flag,미국 국기 무늬 
argyle,아가일 무늬 
camouflage,위장 무늬 
print,인쇄한 무늬 
striped,줄무늬 
diagonal-striped,사선 줄무늬 
vertical-striped,세로 줄무늬 
checkered,체크 무늬 
dressing_room,탈의실 
prison,감옥 
movie_theater,영화관 
market_stall,시장 
greenhouse,온실 
warehouse,창고 
geyser,온천 
tower,탑 
brothers,형제 
merchant,상인 
school_nurse,보건 교사 
skank,걸레 
two-tone_hair,투 톤 
streaked_hair,줄무늬 
gradient_hair,그라데이션 
gorilla_ears,고릴라 
mature_female,성숙한 여자 
fat,뚱뚱한 몸 
sweating_profusely,땀을 흘리는 몸 
hip,엉덩이 
slender_fingers,손목이 가늘다 
thick_fingers,손목이 두껍다 
leg,다리 
naked_cloak,알몸 망토 
nearly_naked_apron,알몸 에이프런 
habit,사제복 
skirtsuit,정장
track_suit,운동복 
housekeeper_costume,하우스키퍼 
criss-cross_halter,X자로 꼬인 옷 
converse,운동화 
headband,머리띠 
fedora,탐정 모자 
pirate_hat,해적 모자 
goggles_around_neck,고글 
baseball_gloves,야구 장갑 
tail_ribbon,꼬리 리본 
hugging,껴안다 
tongue_out,혀를 내밀다 
licking_hip,혀로 엉덩이를 핥다 
flat_envy,가슴을 질투한다 
power_fist,손으로 주먹쥐다 
raised_fist,손을 뻗다 
foot_tickling,손으로 간지럽히다 
pointing_up,손가락으로 가리키다 
pointing_at_self,손가락으로 가리키다 
folded,다리를 잡는다 
standing_split,다리를 서서 뻗다 
undressing,옷을 벗다 
stomach_cutout,옷의 배를 노출하다 
cross-laced_cutout,옷의 옆구리를 노출하다 
bare_shoulders,옷의 어깨를 노출하다 
off_shoulder,옷의 어깨를 노출하다 
cleavage_cutout,옷의 가슴골을 노출하다 
panties_around_one_leg,팬티를 발목 주위로 내리다 
throwing,무엇을 던지다 
bouncingbreasts,무엇이 요동친다 
vaginal,보지 
urethra,보지 
tenga,인공 질 
